Id,PointName,PointValue,PointQuality,PointTimestamp,IdPointAlias,InsertTimestamp
370,WJA:MUARA_TAWAR.FCA.Stream1.Prev_Day_Net_Totalizer,0,Good,2025-01-21 09:46:59.707,50039,2025-01-21 09:45:16.670
371,WJA:MUARA_TAWAR.FCA.Stream1.Prev_Hourly_Net_Totalizer,0,Good,2025-01-21 17:46:59.603,50048,2025-01-21 17:45:15.797
372,WJA:MUARA_TAWAR.FCA.Stream1.Temperature,799.510.040.283.203,Good,2025-01-21 18:02:35.733,50059,2025-01-21 18:00:53.167
373,WJA:MUARA_TAWAR.FCA.Stream2.Flow_Rate_Net,0,Good,2025-01-21 18:02:35.733,50080,2025-01-21 18:00:53.157
374,WJA:MUARA_TAWAR.FCA.Stream2.Pressure,248.143.981.933.594,Good,2025-01-21 18:02:35.733,50098,2025-01-21 18:00:53.160
375,WJA:MUARA_TAWAR.FCA.Stream2.Prev_Day_Energy_Totalizer,0,Good,2025-01-21 09:46:59.710,50111,2025-01-21 09:45:16.637
376,WJA:MUARA_TAWAR.FCA.Stream2.Prev_Day_Net_Totalizer,0,Good,2025-01-21 09:46:59.710,50124,2025-01-21 09:45:16.517
377,WJA:MUARA_TAWAR.FCA.Stream2.Prev_Hourly_Net_Totalizer,0,Good,2025-01-21 17:46:59.607,50133,2025-01-21 17:45:16.040
378,WJA:MUARA_TAWAR.FCA.Stream2.Temperature,797.814.788.818.359,Good,2025-01-21 18:02:35.737,50144,2025-01-21 18:00:53.177
379,WJA:PEP_BAMBUBESAR.FCA.Stream1.Diff_Pressure,624.855.766.296.387,Good,2025-01-21 18:02:35.740,51775,2025-01-21 18:00:53.180
380,WJA:PEP_BAMBUBESAR.FCA.Stream1.Flow_Rate_Energy,159.612.431.640.625,Good,2025-01-21 18:02:35.737,51777,2025-01-21 18:00:53.190
381,WJA:PEP_BAMBUBESAR.FCA.Stream1.Flow_Rate_Net,145.191.318.359.375,Good,2025-01-21 18:02:35.737,51780,2025-01-21 18:00:53.187
382,WJA:PEP_BAMBUBESAR.FCA.Stream1.Pressure,267.514.434.814.453,Good,2025-01-21 18:02:35.740,51798,2025-01-21 18:00:53.193
383,WJA:PEP_BAMBUBESAR.FCA.Stream1.Prev_Day_Average_Pressure,166.033.264.160.156,Good,2025-01-21 17:46:59.607,51806,2025-01-21 17:45:16.070
384,WJA:PEP_BAMBUBESAR.FCA.Stream1.Prev_Day_Average_Temperature,795.434.875.488.281,Good,2025-01-21 17:46:59.610,51807,2025-01-21 17:45:15.660
385,WJA:PEP_BAMBUBESAR.FCA.Stream1.Prev_Day_Energy_Totalizer,151.359.241,Good,2025-01-21 17:46:59.610,51811,2025-01-21 17:45:15.813
386,WJA:PEP_BAMBUBESAR.FCA.Stream1.Prev_Day_Net_Totalizer,13.768.381,Good,2025-01-21 17:46:59.610,51824,2025-01-21 17:45:16.303
387,WJA:PEP_BAMBUBESAR.FCA.Stream1.Prev_Hourly_Energy_Totalizer,6.518.929,Good,2025-01-21 17:46:59.607,51828,2025-01-21 17:45:16.557
388,WJA:PEP_BAMBUBESAR.FCA.Stream1.Prev_Hourly_Net_Totalizer,5.929.938,Good,2025-01-21 17:46:59.610,51833,2025-01-21 17:45:15.990
389,WJA:PEP_BAMBUBESAR.FCA.Stream1.Temperature,832.854.385.375.977,Good,2025-01-21 18:02:35.737,51844,2025-01-21 18:00:53.183
390,WJA:PEP_BAMBUBESAR.FCA.Stream2.Diff_Pressure,-0.0976502895355225,Good,2025-01-21 18:02:35.737,51860,2025-01-21 18:00:53.197
391,WJA:PEP_BAMBUBESAR.FCA.Stream2.Flow_Rate_Energy,0,Good,2025-01-21 18:02:35.737,51862,2025-01-21 18:00:53.180
392,WJA:PEP_BAMBUBESAR.FCA.Stream2.Flow_Rate_Net,0,Good,2025-01-21 18:02:35.737,51865,2025-01-21 18:00:53.177
393,WJA:PEP_BAMBUBESAR.FCA.Stream2.Pressure,165.114.227.294.922,Good,2025-01-21 18:02:35.737,51883,2025-01-21 18:00:53.190
394,WJA:PEP_BAMBUBESAR.FCA.Stream2.Prev_Day_Energy_Totalizer,0,Good,2025-01-21 17:46:59.607,51896,2025-01-21 17:45:15.777
395,WJA:PEP_BAMBUBESAR.FCA.Stream2.Prev_Day_Net_Totalizer,0,Good,2025-01-21 17:46:59.607,51909,2025-01-21 17:45:16.043
396,WJA:PEP_BAMBUBESAR.FCA.Stream2.Prev_Hourly_Energy_Totalizer,0,Good,2025-01-21 17:46:59.607,51913,2025-01-21 17:45:15.790
397,WJA:PEP_BAMBUBESAR.FCA.Stream2.Prev_Hourly_Net_Totalizer,0,Good,2025-01-21 17:46:59.607,51918,2025-01-21 17:45:16.013
398,WJA:PEP_BAMBUBESAR.FCA.Stream2.Temperature,781.783.828.735.352,Good,2025-01-21 18:02:35.737,51929,2025-01-21 18:00:53.200
399,WJA:PGN_SUNYARAGI.FCA.Stream1.Diff_Pressure,176.205.703.735.352,Good,2025-01-21 18:02:35.737,53560,2025-01-21 18:00:53.207
400,WJA:PGN_SUNYARAGI.FCA.Stream1.Flow_Rate_Energy,345.653.955.078.125,Good,2025-01-21 18:02:35.740,53562,2025-01-21 18:00:53.200
401,WJA:PGN_SUNYARAGI.FCA.Stream1.Flow_Rate_Net,3.462.349.609.375,Good,2025-01-21 18:02:35.740,53565,2025-01-21 18:00:53.220
402,WJA:PGN_SUNYARAGI.FCA.Stream1.Pressure,105.596.138.000.488,Good,2025-01-21 18:02:35.737,53583,2025-01-21 18:00:53.203
403,WJA:PGN_SUNYARAGI.FCA.Stream1.Prev_Day_Average_Pressure,117.923.042.297.363,Good,2025-01-21 09:46:59.707,53591,2025-01-21 09:45:16.497
404,WJA:PGN_SUNYARAGI.FCA.Stream1.Prev_Day_Average_Temperature,831.230.850.219.727,Good,2025-01-21 09:46:59.710,53592,2025-01-21 09:45:17.827
405,WJA:PGN_SUNYARAGI.FCA.Stream1.Prev_Day_Energy_Totalizer,28.221.874,Good,2025-01-21 09:46:59.713,53596,2025-01-21 09:45:17.073
406,WJA:PGN_SUNYARAGI.FCA.Stream1.Prev_Day_Net_Totalizer,28.269.318,Good,2025-01-21 09:46:59.713,53609,2025-01-21 09:45:16.167
407,WJA:PGN_SUNYARAGI.FCA.Stream1.Prev_Hourly_Energy_Totalizer,152.331.573.486.328,Good,2025-01-21 17:46:59.613,53613,2025-01-21 17:45:15.477
408,WJA:PGN_SUNYARAGI.FCA.Stream1.Prev_Hourly_Net_Totalizer,152.587.646.484.375,Good,2025-01-21 17:46:59.613,53618,2025-01-21 17:45:15.933
409,WJA:PGN_SUNYARAGI.FCA.Stream1.Temperature,816.124.801.635.742,Good,2025-01-21 18:02:35.740,53629,2025-01-21 18:00:53.210
410,WJA:PJBMTAWAR.FCA.Stream1.Flow_Rate_Energy,12.539.015.625,Good,2025-01-21 18:02:35.743,55347,2025-01-21 18:00:53.217
411,WJA:PJBMTAWAR.FCA.Stream1.Flow_Rate_Net,120.473.828.125,Good,2025-01-21 18:02:35.740,55350,2025-01-21 18:00:53.217
412,WJA:PJBMTAWAR.FCA.Stream1.Pressure,252.104.019.165.039,Good,2025-01-21 18:02:35.740,55368,2025-01-21 18:00:53.213
413,WJA:PJBMTAWAR.FCA.Stream1.Prev_Day_Average_Pressure,256.191.284.179.688,Good,2025-01-21 09:46:59.713,55376,2025-01-21 09:45:17.050
414,WJA:PJBMTAWAR.FCA.Stream1.Prev_Day_Energy_Totalizer,125.365.003,Good,2025-01-21 09:46:59.713,55381,2025-01-21 09:45:15.613
415,WJA:PJBMTAWAR.FCA.Stream1.Prev_Day_Net_Totalizer,12.044.965,Good,2025-01-21 09:46:59.717,55394,2025-01-21 09:45:16.127
416,WJA:PJBMTAWAR.FCA.Stream1.Prev_Hourly_Energy_Totalizer,483.151.489.257.813,Good,2025-01-21 17:46:59.613,55398,2025-01-21 17:45:15.893
417,WJA:PJBMTAWAR.FCA.Stream1.Prev_Hourly_Net_Totalizer,464.207.916.259.766,Good,2025-01-21 17:46:59.613,55403,2025-01-21 17:45:16.177
418,WJA:PJBMTAWAR.FCA.Stream1.Temperature,811.846.618.652.344,Good,2025-01-21 18:02:35.740,55414,2025-01-21 18:00:53.220
419,WJA:SK_BITUNG_EHK1.FCA.Stream1.Diff_Pressure,274.333.457.946.777,Good,2025-01-21 18:02:35.747,57130,2025-01-21 18:00:53.243
420,WJA:SK_BITUNG_EHK1.FCA.Stream1.Flow_Rate_Energy,1.543.923.828.125,Good,2025-01-21 18:02:35.750,57132,2025-01-21 18:00:53.253
421,WJA:SK_BITUNG_EHK1.FCA.Stream1.Flow_Rate_Net,165.447.692.871.094,Good,2025-01-21 18:02:35.747,57135,2025-01-21 18:00:53.223
422,WJA:SK_BITUNG_EHK1.FCA.Stream1.Pressure,105.012.619.018.555,Good,2025-01-21 18:02:35.750,57153,2025-01-21 18:00:53.237
423,WJA:SK_BITUNG_EHK1.FCA.Stream1.Prev_Day_Average_Pressure,932.374.572.753.906,Good,2025-01-21 09:46:59.723,57161,2025-01-21 09:45:16.987
424,WJA:SK_BITUNG_EHK1.FCA.Stream1.Prev_Day_Average_Temperature,729.914.245.605.469,Good,2025-01-21 09:46:59.720,57162,2025-01-21 09:45:16.730
425,WJA:SK_BITUNG_EHK1.FCA.Stream1.Prev_Day_Energy_Totalizer,17.790.417,Good,2025-01-21 09:46:59.720,57166,2025-01-21 09:45:17.300
426,WJA:SK_BITUNG_EHK1.FCA.Stream1.Prev_Day_Net_Totalizer,19.064.304,Good,2025-01-21 09:46:59.720,57179,2025-01-21 09:45:17.917
427,WJA:SK_BITUNG_EHK1.FCA.Stream1.Prev_Hourly_Energy_Totalizer,566.293.144.226.074,Good,2025-01-21 17:46:59.670,57183,2025-01-21 17:45:15.720
428,WJA:SK_BITUNG_EHK1.FCA.Stream1.Prev_Hourly_Net_Totalizer,606.842.651.367.188,Good,2025-01-21 17:46:59.670,57188,2025-01-21 17:45:15.883
429,WJA:SK_BITUNG_EHK1.FCA.Stream1.Temperature,737.955.703.735.352,Good,2025-01-21 18:02:35.807,57199,2025-01-21 18:00:53.227
430,WJA:SK_BITUNG_EHK2.FCA.Stream1.Flow_Rate_Energy,5.621.318.359.375,Good,2025-01-21 18:02:35.807,58917,2025-01-21 18:00:53.250
431,WJA:SK_BITUNG_EHK2.FCA.Stream1.Flow_Rate_Net,6.023.833.984.375,Good,2025-01-21 18:02:35.807,58920,2025-01-21 18:00:53.227
432,WJA:SK_BITUNG_EHK2.FCA.Stream1.Pressure,949.933.853.149.414,Good,2025-01-21 18:02:35.807,58938,2025-01-21 18:00:53.233
433,WJA:SK_BITUNG_EHK2.FCA.Stream1.Prev_Day_Average_Pressure,932.363.815.307.617,Good,2025-01-21 09:46:59.770,58946,2025-01-21 09:45:17.790
434,WJA:SK_BITUNG_EHK2.FCA.Stream1.Prev_Day_Average_Temperature,710.892.562.866.211,Good,2025-01-21 09:46:59.770,58947,2025-01-21 09:45:15.620
435,WJA:SK_BITUNG_EHK2.FCA.Stream1.Prev_Day_Energy_Totalizer,51.634.038,Good,2025-01-21 09:46:59.773,58951,2025-01-21 09:45:16.710
436,WJA:SK_BITUNG_EHK2.FCA.Stream1.Prev_Day_Net_Totalizer,55.331.301,Good,2025-01-21 09:46:59.773,58964,2025-01-21 09:45:15.810
437,WJA:SK_BITUNG_EHK2.FCA.Stream1.Prev_Hourly_Energy_Totalizer,214.856.735.229.492,Good,2025-01-21 17:46:59.677,58968,2025-01-21 17:45:15.627
438,WJA:SK_BITUNG_EHK2.FCA.Stream1.Prev_Hourly_Net_Totalizer,230.241.592.407.227,Good,2025-01-21 17:46:59.677,58973,2025-01-21 17:45:15.753
439,WJA:SK_BITUNG_EHK2.FCA.Stream1.Temperature,714.249.038.696.289,Good,2025-01-21 18:02:35.810,58984,2025-01-21 18:00:53.240
440,WJA:SK_BITUNG_PGN.FCA.Stream1.Diff_Pressure,145.739.638.805.389,Good,2025-01-21 18:02:35.813,60700,2025-01-21 18:00:53.247
441,WJA:SK_BITUNG_PGN.FCA.Stream1.Flow_Rate_Energy,2.529.703.515.625,Good,2025-01-21 18:02:35.810,60702,2025-01-21 18:00:53.250
442,WJA:SK_BITUNG_PGN.FCA.Stream1.Flow_Rate_Net,2.710.843.359.375,Good,2025-01-21 18:02:35.810,60705,2025-01-21 18:00:53.247
443,WJA:SK_BITUNG_PGN.FCA.Stream1.Pressure,302.615.417.480.469,Good,2025-01-21 18:02:35.813,60723,2025-01-21 18:00:53.230
444,WJA:SK_BITUNG_PGN.FCA.Stream1.Prev_Day_Average_Pressure,304.068.725.585.938,Good,2025-01-21 09:46:59.773,60731,2025-01-21 09:45:16.510
445,WJA:SK_BITUNG_PGN.FCA.Stream1.Prev_Day_Average_Temperature,854.930.953.979.492,Good,2025-01-21 09:46:59.773,60732,2025-01-21 09:45:17.337
446,WJA:SK_BITUNG_PGN.FCA.Stream1.Prev_Day_Energy_Totalizer,253.228.762,Good,2025-01-21 09:46:59.773,60736,2025-01-21 09:45:15.510
447,WJA:SK_BITUNG_PGN.FCA.Stream1.Prev_Day_Net_Totalizer,271.361.257,Good,2025-01-21 09:46:59.773,60749,2025-01-21 09:45:15.663
448,WJA:SK_BITUNG_PGN.FCA.Stream1.Prev_Hourly_Energy_Totalizer,936.937.927.246.094,Good,2025-01-21 17:46:59.677,60753,2025-01-21 17:45:16.153
449,WJA:SK_BITUNG_PGN.FCA.Stream1.Prev_Hourly_Net_Totalizer,100.402.752.685.547,Good,2025-01-21 17:46:59.677,60758,2025-01-21 17:45:15.750
450,WJA:SK_BITUNG_PGN.FCA.Stream1.Temperature,855.641.250.610.352,Good,2025-01-21 18:02:35.813,60769,2025-01-21 18:00:53.257
451,WJA:SK_CILAMAYA_FUEL.FCA.Stream1.Diff_Pressure,61.023.154.258.728,Good,2025-01-21 18:02:35.813,62485,2025-01-21 18:00:53.283
452,WJA:SK_CILAMAYA_FUEL.FCA.Stream1.Flow_Rate_Net,132.116.833.496.094,Good,2025-01-21 18:02:35.813,62490,2025-01-21 18:00:53.267
453,WJA:SK_CILAMAYA_FUEL.FCA.Stream1.Pressure,177.199.447.631.836,Good,2025-01-21 18:02:35.817,62508,2025-01-21 18:00:53.280
454,WJA:SK_CILAMAYA_FUEL.FCA.Stream1.Prev_Day_Energy_Totalizer,0,Good,2025-01-21 09:46:59.777,62521,2025-01-21 09:45:17.527
455,WJA:SK_CILAMAYA_FUEL.FCA.Stream1.Prev_Day_Net_Totalizer,130.595.458.984.375,Good,2025-01-21 09:46:59.777,62534,2025-01-21 09:45:17.253
456,WJA:SK_CILAMAYA_FUEL.FCA.Stream1.Prev_Hourly_Energy_Totalizer,0,Good,2025-01-21 17:46:59.680,62538,2025-01-21 17:45:16.117
457,WJA:SK_CILAMAYA_FUEL.FCA.Stream1.Prev_Hourly_Net_Totalizer,556.351.776.123.047,Good,2025-01-21 17:46:59.680,62543,2025-01-21 17:45:16.507
458,WJA:SK_CILAMAYA_FUEL.FCA.Stream1.Temperature,740.387.496.948.242,Good,2025-01-21 18:02:35.817,62554,2025-01-21 18:00:53.287
459,WJA:SK_CILAMAYA_FUEL.FCA.Stream2.Diff_Pressure,61.023.154.258.728,Good,2025-01-21 18:02:35.817,62570,2025-01-21 18:00:53.267
460,WJA:SK_CILAMAYA_FUEL.FCA.Stream2.Flow_Rate_Net,132.116.833.496.094,Good,2025-01-21 18:02:35.817,62575,2025-01-21 18:00:53.273
461,WJA:SK_CILAMAYA_FUEL.FCA.Stream2.Pressure,177.199.447.631.836,Good,2025-01-21 18:02:35.813,62593,2025-01-21 18:00:53.263
462,WJA:SK_CILAMAYA_FUEL.FCA.Stream2.Prev_Day_Energy_Totalizer,0,Good,2025-01-21 09:46:59.777,62606,2025-01-21 09:45:16.500
463,WJA:SK_CILAMAYA_FUEL.FCA.Stream2.Prev_Day_Net_Totalizer,130.595.458.984.375,Good,2025-01-21 09:46:59.777,62619,2025-01-21 09:45:15.433
464,WJA:SK_CILAMAYA_FUEL.FCA.Stream2.Temperature,740.387.496.948.242,Good,2025-01-21 18:02:35.817,62639,2025-01-21 18:00:53.267
465,WJA:SK_CILAMAYA_OUTLET24.FCA.Stream1.Diff_Pressure,420.567.607.879.639,Good,2025-01-21 18:02:35.710,64270,2025-01-21 18:00:53.333
466,WJA:SK_CILAMAYA_OUTLET24.FCA.Stream1.Flow_Rate_Net,34.924.890.625,Good,2025-01-21 18:02:35.710,64275,2025-01-21 18:00:53.337
467,WJA:SK_CILAMAYA_OUTLET24.FCA.Stream1.Pressure,271.322.845.458.984,Good,2025-01-21 18:02:35.713,64293,2025-01-21 18:00:53.330
468,WJA:SK_CILAMAYA_OUTLET24.FCA.Stream1.Prev_Day_Energy_Totalizer,3.636.294.921.875,Good,2025-01-21 09:46:59.683,64306,2025-01-21 09:45:16.087
469,WJA:SK_CILAMAYA_OUTLET24.FCA.Stream1.Prev_Day_Net_Totalizer,35.613.234.375,Good,2025-01-21 09:46:59.687,64319,2025-01-21 09:45:17.860
470,WJA:SK_CILAMAYA_OUTLET24.FCA.Stream1.Prev_Hourly_Energy_Totalizer,155.132.263.183.594,Good,2025-01-21 17:46:59.957,64323,2025-01-21 17:45:16.053
471,WJA:SK_CILAMAYA_OUTLET24.FCA.Stream1.Prev_Hourly_Net_Totalizer,151.933.813.476.563,Good,2025-01-21 17:46:59.970,64328,2025-01-21 17:45:15.620
472,WJA:SK_CILAMAYA_OUTLET24.FCA.Stream1.Temperature,891.168.212.890.625,Good,2025-01-21 18:02:35.710,64339,2025-01-21 18:00:53.310
473,WJA:SK_CILAMAYA_INLET18.FCB.Stream1.Diff_Pressure,575.156.354.904.175,Good,2025-01-21 18:02:35.817,66310,2025-01-21 18:00:53.280
474,WJA:SK_CILAMAYA_INLET18.FCB.Stream1.Flow_Rate_Energy,634.435.693.359.375,Good,2025-01-21 18:02:35.817,66312,2025-01-21 18:00:53.260
475,WJA:SK_CILAMAYA_INLET18.FCB.Stream1.Flow_Rate_Net,5.924.890.625,Good,2025-01-21 18:02:35.813,66315,2025-01-21 18:00:53.293
476,WJA:SK_CILAMAYA_INLET18.FCB.Stream1.Pressure,505.346.527.099.609,Good,2025-01-21 18:02:35.817,66333,2025-01-21 18:00:53.277
477,WJA:SK_CILAMAYA_INLET18.FCB.Stream1.Prev_Day_Average_Pressure,508.586.120.605.469,Good,2025-01-21 09:46:59.777,66341,2025-01-21 09:45:16.603
478,WJA:SK_CILAMAYA_INLET18.FCB.Stream1.Prev_Day_Average_Temperature,842.763.977.050.781,Good,2025-01-21 09:46:59.777,66342,2025-01-21 09:45:15.680
479,WJA:SK_CILAMAYA_INLET18.FCB.Stream1.Prev_Day_Energy_Totalizer,65.522.087,Good,2025-01-21 09:46:59.777,66346,2025-01-21 09:45:17.390
480,WJA:SK_CILAMAYA_INLET18.FCB.Stream1.Prev_Day_Net_Totalizer,61.189.997,Good,2025-01-21 09:46:59.777,66359,2025-01-21 09:45:16.373
481,WJA:SK_CILAMAYA_INLET18.FCB.Stream1.Prev_Hourly_Energy_Totalizer,287.897.735.595.703,Good,2025-01-21 17:46:59.720,66363,2025-01-21 17:45:15.920
482,WJA:SK_CILAMAYA_INLET18.FCB.Stream1.Prev_Hourly_Net_Totalizer,268.862.945.556.641,Good,2025-01-21 17:46:59.720,66368,2025-01-21 17:45:15.470
483,WJA:SK_CILAMAYA_INLET18.FCB.Stream1.Temperature,842.470.703.125,Good,2025-01-21 18:02:35.973,66379,2025-01-21 18:00:53.290
484,WJA:SK_CILAMAYA_INLET18.FCB.Stream2.Diff_Pressure,0,Good,2025-01-21 18:02:35.970,66395,2025-01-21 18:00:53.293
485,WJA:SK_CILAMAYA_INLET18.FCB.Stream2.Flow_Rate_Net,0,Good,2025-01-21 18:02:35.970,66400,2025-01-21 18:00:53.293
486,WJA:SK_CILAMAYA_INLET18.FCB.Stream2.Pressure,507.158.203.125,Good,2025-01-21 18:02:35.970,66418,2025-01-21 18:00:53.270
487,WJA:SK_CILAMAYA_INLET18.FCB.Stream2.Prev_Day_Average_Pressure,500.239.524.841.309,Good,2025-01-21 09:46:59.820,66426,2025-01-21 09:45:16.290
488,WJA:SK_CILAMAYA_INLET18.FCB.Stream2.Prev_Day_Average_Temperature,835.339.279.174.805,Good,2025-01-21 09:46:59.820,66427,2025-01-21 09:45:16.847
489,WJA:SK_CILAMAYA_INLET18.FCB.Stream2.Prev_Day_Energy_Totalizer,0,Good,2025-01-21 09:46:59.820,66431,2025-01-21 09:45:16.460
490,WJA:SK_CILAMAYA_INLET18.FCB.Stream2.Prev_Day_Net_Totalizer,0,Good,2025-01-21 09:46:59.820,66444,2025-01-21 09:45:15.950
491,WJA:SK_CILAMAYA_INLET18.FCB.Stream2.Prev_Hourly_Energy_Totalizer,0,Good,2025-01-21 17:46:59.717,66448,2025-01-21 17:45:16.137
492,WJA:SK_CILAMAYA_INLET18.FCB.Stream2.Prev_Hourly_Net_Totalizer,0,Good,2025-01-21 17:46:59.717,66453,2025-01-21 17:45:16.243
493,WJA:SK_CILAMAYA_INLET18.FCB.Stream2.Temperature,800.315.551.757.813,Good,2025-01-21 18:02:35.970,66464,2025-01-21 18:00:53.297
494,WJA:SK_CILAMAYA_OUTLET14.FCB.Stream1.Diff_Pressure,519.762.344.360.352,Good,2025-01-21 18:02:35.970,68095,2025-01-21 18:00:53.300
495,WJA:SK_CILAMAYA_OUTLET14.FCB.Stream1.Flow_Rate_Energy,19.047.693.359.375,Good,2025-01-21 18:02:35.970,68097,2025-01-21 18:00:53.307
496,WJA:SK_CILAMAYA_OUTLET14.FCB.Stream1.Flow_Rate_Net,17.258.203.125,Good,2025-01-21 18:02:35.973,68100,2025-01-21 18:00:53.300
497,WJA:SK_CILAMAYA_OUTLET14.FCB.Stream1.Pressure,271.640.014.648.438,Good,2025-01-21 18:02:35.973,68118,2025-01-21 18:00:53.303
498,WJA:SK_CILAMAYA_OUTLET14.FCB.Stream1.Prev_Day_Average_Pressure,265.430.267.333.984,Good,2025-01-21 09:46:59.820,68126,2025-01-21 09:45:17.393
499,WJA:SK_CILAMAYA_OUTLET14.FCB.Stream1.Prev_Day_Average_Temperature,872.368.392.944.336,Good,2025-01-21 09:46:59.823,68127,2025-01-21 09:45:16.663
500,WJA:SK_CILAMAYA_OUTLET14.FCB.Stream1.Prev_Day_Energy_Totalizer,18.459.335,Good,2025-01-21 09:46:59.823,68131,2025-01-21 09:45:17.217
501,WJA:SK_CILAMAYA_OUTLET14.FCB.Stream1.Prev_Day_Net_Totalizer,167.251.202,Good,2025-01-21 09:46:59.823,68144,2025-01-21 09:45:15.690
502,WJA:SK_CILAMAYA_OUTLET14.FCB.Stream1.Prev_Hourly_Energy_Totalizer,817.170.227.050.781,Good,2025-01-21 17:46:59.720,68148,2025-01-21 17:45:15.740
503,WJA:SK_CILAMAYA_OUTLET14.FCB.Stream1.Prev_Hourly_Net_Totalizer,740.398.864.746.094,Good,2025-01-21 17:46:59.720,68153,2025-01-21 17:45:15.593
504,WJA:SK_CILAMAYA_OUTLET14.FCB.Stream1.Temperature,862.174.377.441.406,Good,2025-01-21 18:02:35.710,68164,2025-01-21 18:00:53.310
505,WJA:SK_MUNDU_FUEL.FCA.Stream1.Diff_Pressure,0,Good,2025-01-21 18:02:35.713,69625,2025-01-21 18:00:53.313
506,WJA:SK_MUNDU_FUEL.FCA.Stream1.Flow_Rate_Energy,0,Good,2025-01-21 18:02:35.713,69627,2025-01-21 18:00:53.330
507,WJA:SK_MUNDU_FUEL.FCA.Stream1.Flow_Rate_Net,0,Good,2025-01-21 18:02:35.713,69630,2025-01-21 18:00:53.337
508,WJA:SK_MUNDU_FUEL.FCA.Stream1.Pressure,145.751.867.294.312,Good,2025-01-21 18:02:35.713,69648,2025-01-21 18:00:53.327
509,WJA:SK_MUNDU_FUEL.FCA.Stream1.Prev_Day_Average_Pressure,189.418.392.181.396,Good,2025-01-21 09:46:59.687,69656,2025-01-21 09:45:17.793
510,WJA:SK_MUNDU_FUEL.FCA.Stream1.Prev_Day_Average_Temperature,896.275.939.941.406,Good,2025-01-21 09:46:59.687,69657,2025-01-21 09:45:17.813
511,WJA:SK_MUNDU_FUEL.FCA.Stream1.Prev_Day_Energy_Totalizer,0.0004,Good,2025-01-21 09:46:59.687,69661,2025-01-21 09:45:17.107
512,WJA:SK_MUNDU_FUEL.FCA.Stream1.Prev_Day_Net_Totalizer,0.0005,Good,2025-01-21 09:46:59.687,69674,2025-01-21 09:45:17.107
513,WJA:SK_MUNDU_FUEL.FCA.Stream1.Prev_Hourly_Energy_Totalizer,0,Good,2025-01-21 17:46:59.970,69678,2025-01-21 17:45:15.553
514,WJA:SK_MUNDU_FUEL.FCA.Stream1.Prev_Hourly_Net_Totalizer,0,Good,2025-01-21 17:46:59.953,69683,2025-01-21 17:45:16.337
515,WJA:SK_MUNDU_FUEL.FCA.Stream1.Temperature,765.700.759.887.695,Good,2025-01-21 18:02:35.710,69694,2025-01-21 18:00:53.320
516,WJA:SK_MUNDU_INLET.FCA.Stream1.Diff_Pressure,0,Good,2025-01-21 18:02:35.710,71410,2025-01-21 18:00:53.337
517,WJA:SK_MUNDU_INLET.FCA.Stream1.Flow_Rate_Energy,0,Good,2025-01-21 18:02:35.683,71412,2025-01-21 18:00:53.320
518,WJA:SK_MUNDU_INLET.FCA.Stream1.Flow_Rate_Net,0,Good,2025-01-21 18:02:35.683,71415,2025-01-21 18:00:53.337
519,WJA:SK_MUNDU_INLET.FCA.Stream1.Pressure,146.658.081.054.688,Good,2025-01-21 18:02:36.227,71433,2025-01-21 18:00:53.317
520,WJA:SK_MUNDU_INLET.FCA.Stream1.Prev_Day_Average_Pressure,178.277.130.126.953,Good,2025-01-21 09:46:59.930,71441,2025-01-21 09:45:16.930
521,WJA:SK_MUNDU_INLET.FCA.Stream1.Prev_Day_Average_Temperature,829.817.276.000.977,Good,2025-01-21 09:46:59.930,71442,2025-01-21 09:45:17.440
522,WJA:SK_MUNDU_INLET.FCA.Stream1.Prev_Day_Energy_Totalizer,0,Good,2025-01-21 09:46:59.930,71446,2025-01-21 09:45:17.610
523,WJA:SK_MUNDU_INLET.FCA.Stream1.Prev_Day_Net_Totalizer,0,Good,2025-01-21 09:46:59.910,71459,2025-01-21 09:45:15.987
524,WJA:SK_MUNDU_INLET.FCA.Stream1.Prev_Hourly_Energy_Totalizer,0,Good,2025-01-21 17:46:59.800,71463,2025-01-21 17:45:16.167
525,WJA:SK_MUNDU_INLET.FCA.Stream1.Prev_Hourly_Net_Totalizer,0,Good,2025-01-21 17:46:59.800,71468,2025-01-21 17:45:16.160
526,WJA:SK_MUNDU_INLET.FCA.Stream1.Temperature,723.689.117.431.641,Good,2025-01-21 18:02:36.227,71479,2025-01-21 18:00:53.340
527,WJA:SK_MUNDU_OUTLET.FCA.Stream1.Diff_Pressure,0,Good,2025-01-21 18:02:35.687,73195,2025-01-21 18:00:53.357
528,WJA:SK_MUNDU_OUTLET.FCA.Stream1.Flow_Rate_Energy,0,Good,2025-01-21 18:02:35.690,73197,2025-01-21 18:00:53.360
529,WJA:SK_MUNDU_OUTLET.FCA.Stream1.Flow_Rate_Net,0,Good,2025-01-21 18:02:35.687,73200,2025-01-21 18:00:53.357
530,WJA:SK_MUNDU_OUTLET.FCA.Stream1.Pressure,-17.500.700.378.418,Good,2025-01-21 18:02:35.687,73218,2025-01-21 18:00:53.360
531,WJA:SK_MUNDU_OUTLET.FCA.Stream1.Prev_Day_Average_Pressure,-174.766.418.457.031,Good,2025-01-21 09:46:59.930,73226,2025-01-21 09:45:16.943
